Site,LocationName,Time,Value,Quality,Approval,Qualifiers,Parameter,Unit
MK307635,Nukuhou at Glenholme Rd,20/01/2023,1.02450125,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 0:05,1.036742699,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 0:10,1.053967629,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 0:15,1.065982446,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 0:20,1.081255189,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 0:25,1.099115506,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 0:30,1.113485105,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 0:35,1.129737377,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 0:40,1.146438954,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 0:45,1.160674098,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 0:50,1.1746082,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 0:55,1.188605576,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 1:00,1.195260683,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 1:05,1.205638292,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 1:10,1.214186823,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 1:15,1.219030001,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 1:20,1.22537554,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 1:25,1.22873838,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 1:30,1.233603568,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 1:35,1.234354617,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 1:40,1.233606309,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 1:45,1.233607679,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 1:50,1.23360905,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 1:55,1.228746591,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 2:00,1.228747959,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 2:05,1.22389282,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 2:10,1.219045008,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 2:15,1.216808529,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 2:20,1.212716086,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 2:25,1.204917041,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 2:30,1.200098045,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 2:35,1.197874884,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 2:40,1.190482147,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 2:45,1.183470968,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 2:50,1.182001787,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 2:55,1.175745624,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 3:00,1.170236712,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 3:05,1.16620474,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 3:10,1.161445413,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 3:15,1.155962168,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 3:20,1.150488815,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 3:25,1.146482935,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 3:30,1.142482382,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 3:35,1.139936828,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 3:40,1.133045532,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 3:45,1.130145502,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 3:50,1.127253008,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 3:55,1.121470484,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 4:00,1.119669903,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 4:05,1.114623341,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 4:10,1.113182666,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 4:15,1.110666884,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 4:20,1.109588104,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 4:25,1.105996658,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 4:30,1.101691588,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 4:35,1.100257308,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 4:40,1.098106568,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 4:45,1.095603832,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 4:50,1.095605142,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 4:55,1.090957877,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 5:00,1.090243973,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 5:05,1.089172798,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 5:10,1.08846398,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 5:15,1.086322059,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 5:20,1.083472864,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 5:25,1.080978271,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 5:30,1.080979574,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 5:35,1.078491797,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 5:40,1.077069107,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 5:45,1.076002884,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 5:50,1.076359982,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 5:55,1.072454598,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 6:00,1.072455897,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 6:05,1.071391418,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 6:10,1.070327341,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 6:15,1.06678491,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 6:20,1.067140838,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 6:25,1.06324825,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 6:30,1.065020913,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 6:35,1.06325084,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 6:40,1.062543902,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 6:45,1.058657718,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 6:50,1.058659011,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 6:55,1.058660304,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 7:00,1.056894269,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 7:05,1.056895561,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 7:10,1.054782128,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 7:15,1.053018562,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 7:20,1.054078632,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 7:25,1.052668306,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 7:30,1.049853101,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 7:35,1.049501958,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 7:40,1.049503247,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 7:45,1.049152148,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 7:50,1.049505824,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 7:55,1.047393465,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 8:00,1.04493545,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 8:05,1.044584935,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 8:10,1.044234465,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 8:15,1.046694425,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 8:20,1.044940596,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 8:25,1.04459008,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 8:30,1.042481499,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 8:35,1.040379103,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 8:40,1.040380387,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 8:45,1.040381672,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 8:50,1.040382956,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 8:55,1.04038424,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 9:00,1.038629891,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 9:05,1.038982211,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 9:10,1.035830347,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 9:15,1.035831629,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 9:20,1.035832911,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 9:25,1.035834194,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 9:30,1.035835476,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 9:35,1.03128663,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 9:40,1.03128791,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 9:45,1.030589148,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 9:50,1.028841115,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 9:55,1.030941706,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 10:00,1.026750529,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 10:05,1.028499766,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 10:10,1.027801724,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 14:55,0.986287269,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 15:00,0.986288527,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 15:05,0.986978207,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 15:10,0.986291044,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 15:15,0.985604063,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 15:20,0.984917265,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 15:25,0.983547423,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 15:30,0.982173845,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 15:35,0.980800999,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 15:40,0.981832763,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 15:45,0.980460099,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 15:50,0.978749441,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 15:55,0.978064467,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 16:00,0.976693813,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 16:05,0.975666617,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 16:10,0.974644282,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 16:15,0.976697574,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 16:20,0.974984972,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 16:25,0.976700082,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 16:30,0.971567648,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 16:35,0.971568899,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 16:40,0.972939313,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 16:45,0.972940565,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 16:50,0.971914875,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 16:55,0.968500411,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 17:00,0.970211167,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 17:05,0.96850291,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 17:10,0.96850416,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 17:15,0.967480255,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 17:20,0.966456764,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 17:25,0.968507909,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 17:30,0.965098015,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 17:35,0.966119021,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 17:40,0.964076733,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 17:45,0.96407798,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 17:50,0.964079228,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 17:55,0.963057109,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 18:00,0.962717326,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 18:05,0.961018537,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 18:10,0.95965704,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 18:15,0.959658285,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 18:20,0.959659531,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 18:25,0.957958381,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 18:30,0.95727899,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 18:35,0.955243847,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 18:40,0.957281478,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 18:45,0.955246333,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 18:50,0.955247577,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 18:55,0.954908846,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 19:00,0.95185681,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 19:05,0.950839651,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 19:10,0.950840892,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 19:15,0.949484909,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 19:20,0.946439498,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 19:25,0.947118426,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 19:30,0.946441975,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 19:35,0.946443214,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 19:40,0.946444453,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 19:45,0.944752273,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 19:50,0.942050836,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 19:55,0.942052073,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 20:00,0.94103892,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 20:05,0.942054546,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 20:10,0.942055783,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 20:15,0.942057019,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 20:20,0.942058256,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 20:25,0.941721316,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 20:30,0.937672421,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 20:35,0.937336079,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 20:40,0.93767489,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 20:45,0.935314062,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 20:50,0.933296853,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 20:55,0.934646449,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 21:00,0.933299317,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 21:05,0.931279394,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 21:10,0.931617369,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 21:15,0.928930318,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 21:20,0.928931548,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 21:25,0.928932779,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 21:30,0.924569136,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 21:35,0.928262538,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 21:40,0.924571591,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 21:45,0.924572819,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 21:50,0.924574047,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 21:55,0.924575275,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 22:00,0.924576503,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 22:05,0.922563799,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 22:10,0.921898443,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 22:15,0.920223132,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 22:20,0.920224357,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 22:25,0.920225583,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 22:30,0.920226809,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 22:35,0.920898511,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 22:40,0.92022926,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 22:45,0.919225118,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 22:50,0.918891314,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 22:55,0.915883712,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 23:00,0.916219546,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 23:05,0.916890133,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 23:10,0.91856123,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 23:15,0.915888605,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 23:20,0.911882455,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 23:25,0.915891052,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 23:30,0.914554292,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 23:35,0.914889941,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 23:40,0.912889643,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 23:45,0.911554554,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 23:50,0.911555776,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,20/01/2023 23:55,0.911556997,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,21/01/2023,0.910890341,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,21/01/2023 0:05,0.911559439,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,21/01/2023 0:10,0.911560661,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,21/01/2023 0:15,0.910894004,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,21/01/2023 0:20,0.909226346,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,21/01/2023 0:25,0.909561249,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,21/01/2023 0:30,0.909228786,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,21/01/2023 0:35,0.907233218,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,21/01/2023 0:40,0.907901291,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,21/01/2023 0:45,0.90956613,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,21/01/2023 0:50,0.90990108,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,21/01/2023 0:55,0.907904949,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,21/01/2023 1:00,0.907906169,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,21/01/2023 1:05,0.911574094,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,21/01/2023 1:10,0.909905962,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,21/01/2023 1:15,0.908910462,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,21/01/2023 1:20,0.910576005,500,Approved,,Discharge,m^3/s
